"id","age","age2","male","married","educ","hhsize","village","disability","employ","wage","ln_wage","age_before","age2_before"
142153110,38,1444,1,1,12,2,1,0,1,85000,11.3504065354725,38,1444
14215313,31,961,0,1,6,2,1,0,1,1200000,13.9978321147582,31,961
14215321,41,1681,1,1,6,3,1,0,1,NA,NA,41,1681
14215322,32,1024,0,1,9,3,1,0,1,NA,NA,32,1024
14215514,19,361,0,1,12,2,1,0,0,NA,NA,19,361
14215516,NA,NA,NA,NA,6,2,1,0,1,1460000,14.1939469936845,NA,NA
14215521,30,900,1,1,12,2,1,0,1,2600000,14.7710220029917,30,900
14215522,23,529,0,1,12,2,1,0,0,NA,NA,23,529
14216001,44,1936,1,1,6,4,1,0,0,NA,NA,44,1936
14216002,42,1764,0,1,6,4,1,0,1,450000,13.0170028617465,42,1764
14216005,20,400,0,1,6,4,1,0,0,NA,NA,20,400
14216006,16,256,0,0,6,4,1,0,1,1080000,13.8924715991004,16,256
14216007,26,676,1,1,0,4,1,0,1,3e+06,14.9141228466324,26,676
14216511,25,625,1,1,6,2,1,0,1,1400000,14.1519827945855,25,625
14216512,20,400,0,1,9,2,1,0,1,4e+05,12.8992198260901,20,400
14216521,22,484,1,1,6,2,1,0,1,1200000,13.9978321147582,22,484
14216522,31,961,0,1,6,2,1,0,1,1200000,13.9978321147582,31,961
14218001,61,3721,1,1,6,4,1,0,1,3e+06,14.9141228466324,61,3721
142180010,20,400,0,0,6,4,1,0,1,1680000,14.3343043513794,20,400
142180011,18,324,1,0,0,4,1,NA,0,NA,NA,18,324
142180017,30,900,1,1,9,4,1,0,1,1680000,14.3343043513794,30,900
142180018,32,1024,1,1,6,4,1,0,1,1500000,14.2209756660724,32,1024
14218002,59,3481,0,1,NA,4,1,0,1,NA,NA,59,3481
14218004,35,1225,0,1,6,4,1,0,0,NA,NA,35,1225
14218007,25,625,0,1,6,4,1,0,0,NA,NA,25,625
14218008,23,529,0,1,6,4,1,0,1,1400000,14.1519827945855,23,529
14218009,22,484,1,0,NA,4,1,0,0,NA,NA,22,484
14218412,29,841,0,1,6,2,1,1,1,550000,13.2176735572087,29,841
14219001,46,2116,1,1,NA,2,1,0,1,NA,NA,46,2116
14219002,42,1764,0,1,6,2,1,0,0,NA,NA,42,1764
14219004,18,324,1,0,12,2,1,0,1,120000,11.6952470217642,18,324
14219511,35,1225,1,1,12,2,1,0,1,2e+06,14.5086577385242,35,1225
14219512,25,625,0,1,12,2,1,0,0,NA,NA,25,625
14220001,57,3249,1,1,6,3,1,0,1,NA,NA,57,3249
14220002,55,3025,0,1,NA,3,1,0,0,NA,NA,55,3025
14220003,39,1521,0,1,6,3,1,0,1,1680000,14.3343043513794,39,1521
14220007,40,1600,1,1,9,3,1,0,1,1600000,14.28551418721,40,1600
14220411,36,1296,1,1,6,3,1,0,1,1e+06,13.8155105579643,36,1296
14220412,33,1089,0,1,6,3,1,0,0,NA,NA,33,1089
14220421,35,1225,1,1,12,3,1,0,1,5800000,15.5733684755166,35,1225
14220422,29,841,0,1,6,3,1,0,0,NA,NA,29,841
14221002,70,4900,0,0,NA,2,1,0,1,7e+05,13.4588356140255,70,4900
14221005,35,1225,0,0,6,2,1,0,1,1200000,13.9978321147582,35,1225
14221311,44,1936,1,1,NA,2,1,0,1,NA,NA,44,1936
14221312,44,1936,0,1,NA,2,1,0,1,180000,12.1007121298723,44,1936
14221313,22,484,1,0,NA,2,1,0,1,1600000,14.28551418721,22,484
14221314,17,289,0,0,6,2,1,0,1,9e+05,13.7101500423064,17,289
14221411,36,1296,1,1,6,2,1,0,1,120000,11.6952470217642,36,1296
14221412,31,961,0,1,NA,2,1,0,1,210000,12.2548628096996,31,961
14221413,15,225,1,0,0,2,1,0,1,6000,8.69951474821019,15,225
14221511,32,1024,1,1,6,2,1,0,1,NA,NA,32,1024
14221512,28,784,0,1,6,2,1,0,0,NA,NA,28,784
14221521,30,900,1,1,12,2,1,0,1,1100000,13.9108207377686,30,900
14221522,29,841,0,1,6,2,1,0,1,1400000,14.1519827945855,29,841
14221531,29,841,1,1,6,2,1,0,1,2710000,14.8124591928559,29,841
14221532,25,625,0,1,9,2,1,0,1,2e+06,14.5086577385242,25,625
14222001,60,3600,1,1,6,3,1,0,0,NA,NA,60,3600
142220012,27,729,1,1,6,3,1,0,1,NA,NA,27,729
14222002,55,3025,0,1,6,3,1,0,1,NA,NA,55,3025
14222007,27,729,1,0,0,3,1,0,1,5e+05,13.1223633774043,27,729
14222008,22,484,0,1,0,3,1,0,1,NA,NA,22,484
14222411,40,1600,1,1,12,3,1,0,1,NA,NA,40,1600
14222412,30,900,0,1,9,3,1,0,1,3030000,14.9240731774856,30,900
14222421,39,1521,1,1,6,2,1,0,1,NA,NA,39,1521
14222422,34,1156,0,1,NA,2,1,0,1,NA,NA,34,1156
14222423,16,256,0,0,0,2,1,NA,NA,NA,NA,16,256
14222431,33,1089,1,1,6,3,1,0,1,1182500,13.9831413993482,33,1089
14222432,29,841,0,1,6,3,1,0,1,8e+05,13.5923670066501,29,841
14223001,72,5184,1,1,6,3,1,0,0,NA,NA,72,5184
142230010,22,484,1,1,NA,3,1,NA,NA,NA,NA,22,484
14223002,70,4900,0,1,NA,3,1,NA,NA,NA,NA,70,4900
14223004,37,1369,0,1,6,3,1,0,0,NA,NA,37,1369
14223005,42,1764,1,1,12,3,1,0,1,NA,NA,42,1764
14223007,20,400,0,1,NA,3,1,NA,NA,NA,NA,20,400
14223111,45,2025,1,1,6,3,1,0,1,NA,NA,45,2025
14223112,36,1296,0,1,6,3,1,0,1,NA,NA,36,1296
14223113,18,324,1,0,12,3,1,0,0,NA,NA,18,324
14224001,48,2304,1,1,6,3,1,0,1,NA,NA,48,2304
14224002,42,1764,0,1,NA,3,1,0,1,650000,13.3847276418718,42,1764
14224003,26,676,0,1,6,3,1,0,1,6e+05,13.3046849341983,26,676
14224005,19,361,1,0,NA,3,1,0,1,1500000,14.2209756660724,19,361
14224006,17,289,0,0,NA,3,1,1,0,NA,NA,17,289
14224009,32,1024,1,1,NA,3,1,0,1,1700000,14.3461388090264,32,1024
14225001,56,3136,1,1,6,2,1,0,1,NA,NA,56,3136
14225002,50,2500,0,1,6,2,1,0,1,NA,NA,50,2500
14225004,28,784,1,0,6,2,1,0,1,NA,NA,28,784
14225006,20,400,0,0,6,2,1,0,1,1800000,14.4032972228664,20,400
14225111,36,1296,1,1,6,3,1,0,1,1e+06,13.8155105579643,36,1296
14225112,33,1089,0,1,6,3,1,0,1,1500000,14.2209756660724,33,1089
14225113,17,289,1,0,9,3,1,0,1,750000,13.5278284855125,17,289
14225114,15,225,1,0,9,3,1,0,1,750000,13.5278284855125,15,225
14225511,30,900,1,1,12,2,1,0,1,NA,NA,30,900
14225512,23,529,0,1,6,2,1,0,1,NA,NA,23,529
14226001,69,4761,1,1,NA,2,1,1,0,NA,NA,69,4761
14226002,61,3721,0,1,NA,2,1,0,0,NA,NA,61,3721
14226411,31,961,1,1,0,3,1,0,1,8e+05,13.5923670066501,31,961
14226421,43,1849,0,1,6,3,1,0,1,NA,NA,43,1849
14226424,15,225,0,0,12,3,1,0,0,NA,NA,15,225
14226425,52,2704,1,1,NA,3,1,NA,NA,NA,NA,52,2704
14226511,31,961,1,1,6,2,1,0,1,1e+05,11.5129254649702,31,961
14226512,27,729,0,1,6,2,1,0,1,160000,11.982929094216,27,729
14226521,27,729,1,1,12,2,1,0,1,1e+06,13.8155105579643,27,729
14226522,26,676,0,1,6,2,1,0,0,NA,NA,26,676
14226531,31,961,1,1,6,2,1,0,1,2400000,14.6909792953182,31,961
14226532,26,676,0,1,6,2,1,0,0,NA,NA,26,676
14227001,46,2116,1,1,9,3,1,0,1,720000,13.4870064909922,46,2116
14227002,40,1600,0,1,6,3,1,0,0,NA,NA,40,1600
14227004,22,484,1,0,12,3,1,0,1,2e+06,14.5086577385242,22,484
14227005,18,324,1,0,NA,3,1,0,0,NA,NA,18,324
14227006,15,225,0,0,9,3,1,0,0,NA,NA,15,225
14227511,27,729,1,1,0,2,1,0,1,1500000,14.2209756660724,27,729
14227512,25,625,0,1,0,2,1,0,0,NA,NA,25,625
14228002,73,5329,0,0,NA,2,1,0,0,NA,NA,73,5329
14228003,37,1369,0,0,6,2,1,0,1,1e+06,13.8155105579643,37,1369
14228009,16,256,0,0,6,2,1,0,1,1300000,14.0778748224318,16,256
14228411,35,1225,1,1,NA,2,1,0,1,NA,NA,35,1225
14228412,31,961,0,1,6,2,1,0,1,4e+05,12.8992198260901,31,961
14228511,32,1024,1,1,6,2,1,0,1,NA,NA,32,1024
14228512,21,441,0,1,6,2,1,0,0,NA,NA,21,441
14228531,19,361,0,1,6,2,1,0,0,NA,NA,19,361
14228532,23,529,1,1,6,2,1,0,1,2700000,14.8087623309746,23,529
142290011,30,900,1,1,12,3,1,0,1,2400000,14.6909792953182,30,900
14229002,60,3600,0,0,NA,3,1,0,1,NA,NA,60,3600
14229007,22,484,0,1,6,3,1,0,1,1200000,13.9978321147582,22,484
14229311,43,1849,1,1,6,3,1,0,1,NA,NA,43,1849
14229312,42,1764,0,1,NA,3,1,NA,NA,NA,NA,42,1764
14229411,30,900,1,1,6,3,1,0,1,2400000,14.6909792953182,30,900
14229412,30,900,0,1,0,3,1,0,0,NA,NA,30,900
14229511,38,1444,1,1,6,2,1,0,1,1300000,14.0778748224318,38,1444
14229512,27,729,0,1,6,2,1,0,1,NA,NA,27,729
14229523,28,784,1,1,6,2,1,0,1,NA,NA,28,784
14229524,22,484,0,1,6,2,1,0,0,NA,NA,22,484
14229561,34,1156,1,1,NA,2,1,0,1,2400000,14.6909792953182,34,1156
14229562,25,625,0,1,6,2,1,0,0,NA,NA,25,625
14230001,52,2704,1,1,6,2,1,0,0,NA,NA,52,2704
14230002,42,1764,0,1,NA,2,1,0,1,33333.3333333333,10.4143131763021,42,1764
14230004,24,576,1,0,12,2,1,0,1,2400000,14.6909792953182,24,576
14230005,22,484,1,0,12,2,1,0,0,NA,NA,22,484
14230511,28,784,1,1,12,2,1,0,1,1800000,14.4032972228664,28,784
14230512,22,484,0,1,0,2,1,0,0,NA,NA,22,484
14301001,54,2916,1,1,6,3,1,0,1,NA,NA,54,2916
14301002,49,2401,0,1,6,3,1,1,1,NA,NA,49,2401
14301004,30,900,0,1,NA,3,1,NA,NA,NA,NA,30,900
14301009,42,1764,1,1,NA,3,1,NA,NA,NA,NA,42,1764
14301431,27,729,0,0,16,3,1,0,1,3e+06,14.9141228466324,27,729
14302001,60,3600,1,1,NA,2,1,NA,NA,NA,NA,60,3600
14302002,56,3136,0,1,NA,2,1,0,1,1400000,14.1519827945855,56,3136
14302006,26,676,0,0,NA,2,1,NA,NA,NA,NA,26,676
14302421,24,576,1,1,12,3,1,0,1,2e+06,14.5086577385242,24,576
14302422,24,576,0,1,0,3,1,0,1,NA,NA,24,576
14303001,53,2809,1,1,6,3,1,0,1,NA,NA,53,2809
14303002,44,1936,0,1,6,3,1,0,0,NA,NA,44,1936
14303003,21,441,1,1,NA,3,1,NA,NA,NA,NA,21,441
14303004,20,400,0,1,NA,3,1,NA,NA,NA,NA,20,400
14304001,56,3136,1,1,6,2,1,0,1,75000,11.2252433925184,56,3136
14304002,46,2116,0,1,6,2,1,0,0,NA,NA,46,2116
14304004,23,529,0,0,0,2,1,0,0,NA,NA,23,529
143050010,17,289,1,0,12,3,1,0,0,NA,NA,17,289
14305002,56,3136,0,0,6,3,1,1,0,NA,NA,56,3136
14305006,27,729,0,1,9,3,1,0,0,NA,NA,27,729
14305008,22,484,1,0,NA,3,1,NA,NA,NA,NA,22,484
14305311,34,1156,0,1,6,3,1,0,0,NA,NA,34,1156
14305314,33,1089,1,1,12,3,1,0,1,2700000,14.8087623309746,33,1089
14305411,30,900,1,1,9,3,1,0,1,2700000,14.8087623309746,30,900
14305412,29,841,0,1,9,3,1,0,1,NA,NA,29,841
14305511,24,576,0,0,12,2,1,1,1,2700000,14.8087623309746,24,576
14305524,21,441,1,0,12,2,1,0,1,2800000,14.8451299751454,21,441
14306001,61,3721,1,1,0,2,1,1,1,NA,NA,61,3721
14306002,43,1849,0,1,6,2,1,0,1,NA,NA,43,1849
14306511,27,729,1,1,12,2,1,0,1,NA,NA,27,729
14306524,24,576,1,1,9,2,1,0,1,2100000,14.5574479026937,24,576
14307001,61,3721,1,1,6,2,1,0,1,NA,NA,61,3721
14307002,56,3136,0,1,6,2,1,0,0,NA,NA,56,3136
14307004,27,729,1,0,16,2,1,0,1,1e+05,11.5129254649702,27,729
14307511,31,961,0,1,9,2,1,0,1,NA,NA,31,961
14307521,25,625,1,0,16,2,1,0,1,2e+06,14.5086577385242,25,625
14308001,81,6561,1,1,NA,3,1,0,1,1666666.66666667,14.3263361817303,81,6561
143080010,34,1156,1,1,12,3,1,0,1,333333.333333333,12.7168982692962,34,1156
14308002,74,5476,0,1,NA,3,1,0,0,NA,NA,74,5476
14308007,30,900,0,1,0,3,1,0,0,NA,NA,30,900
14308112,51,2601,0,0,6,4,1,0,1,22916.6666666667,10.0396197268607,51,2601
14308113,20,400,0,1,0,4,1,1,0,NA,NA,20,400
14308115,16,256,1,0,12,4,1,0,1,1e+05,11.5129254649702,16,256
14308411,38,1444,1,1,0,2,1,0,1,NA,NA,38,1444
14308431,36,1296,1,1,0,2,1,0,1,NA,NA,36,1296
14308432,34,1156,0,1,0,2,1,0,0,NA,NA,34,1156
14308511,37,1369,1,1,0,2,1,0,1,NA,NA,37,1369
14308512,35,1225,0,1,0,2,1,0,0,NA,NA,35,1225
14308531,18,324,0,0,0,2,1,0,0,NA,NA,18,324
14309311,42,1764,1,1,NA,3,1,0,1,NA,NA,42,1764
14309312,39,1521,0,1,0,3,1,0,0,NA,NA,39,1521
14309313,18,324,1,0,12,3,1,0,1,NA,NA,18,324
14309413,36,1296,1,1,0,3,1,0,1,NA,NA,36,1296
14309414,34,1156,0,1,9,3,1,1,0,NA,NA,34,1156
14309421,34,1156,1,1,9,4,1,0,1,NA,NA,34,1156
14309422,32,1024,0,1,6,4,1,0,0,NA,NA,32,1024
14309427,64,4096,1,1,6,4,1,1,0,NA,NA,64,4096
14309428,71,5041,0,1,NA,4,1,1,0,NA,NA,71,5041
14309511,15,225,0,0,12,2,1,0,0,NA,NA,15,225
14310001,42,1764,1,1,6,2,1,0,1,1e+05,11.5129254649702,42,1764
14310003,22,484,1,0,0,2,1,0,1,2200000,14.6039679183285,22,484
14310004,20,400,1,0,0,2,1,0,0,NA,NA,20,400
14310005,15,225,1,0,0,2,1,0,0,NA,NA,15,225
14310006,66,4356,0,0,6,2,1,0,0,NA,NA,66,4356
14311001,61,3721,1,1,6,2,1,0,1,450000,13.0170028617465,61,3721
14311002,56,3136,0,1,0,2,1,0,1,233333.333333333,12.3602233253574,56,3136
14313002,47,2209,0,1,0,3,1,0,0,NA,NA,47,2209
14313004,28,784,0,1,16,3,1,0,1,3e+05,12.6115377536383,28,784
14313005,25,625,1,1,NA,3,1,NA,NA,NA,NA,25,625
14313008,16,256,1,0,12,3,1,0,0,NA,NA,16,256
14313511,24,576,1,1,NA,2,1,NA,NA,NA,NA,24,576
14313512,26,676,0,1,9,2,1,0,0,NA,NA,26,676
14313521,20,400,1,0,12,2,1,0,1,2700000,14.8087623309746,20,400
14314001,59,3481,1,1,NA,2,1,0,1,50000,10.8197782844103,59,3481
14314002,51,2601,0,1,NA,2,1,0,1,1e+05,11.5129254649702,51,2601
14314003,27,729,1,0,6,2,1,0,1,58333.3333333333,10.9739289642375,27,729
14314004,24,576,0,1,6,2,1,0,1,NA,NA,24,576
14314005,20,400,1,0,12,2,1,0,1,2e+05,12.2060726455302,20,400
14314007,25,625,1,1,NA,2,1,NA,NA,NA,NA,25,625
14315001,59,3481,1,1,6,2,1,0,1,NA,NA,59,3481
14315002,55,3025,0,1,NA,2,1,0,0,NA,NA,55,3025
14315411,31,961,0,1,6,3,1,0,0,NA,NA,31,961
14315414,40,1600,1,1,6,3,1,0,1,80000,11.289781913656,40,1600
14315421,28,784,0,1,6,3,1,0,0,NA,NA,28,784
14316003,23,529,0,1,12,4,1,0,0,NA,NA,23,529
14316008,33,1089,1,1,0,4,1,0,1,1250000,14.0386541092785,33,1089
14317001,46,2116,1,1,6,3,1,0,1,5e+05,13.1223633774043,46,2116
14317002,41,1681,0,1,6,3,1,0,0,NA,NA,41,1681
14317005,15,225,0,0,12,3,1,0,0,NA,NA,15,225
14317511,25,625,1,1,12,2,1,0,1,1700000,14.3461388090264,25,625
14317521,20,400,1,0,9,2,1,0,1,1300000,14.0778748224318,20,400
143180010,36,1296,1,1,NA,2,1,NA,NA,NA,NA,36,1296
143180011,15,225,0,0,NA,2,1,NA,NA,NA,NA,15,225
14318002,71,5041,0,0,NA,2,1,1,0,NA,NA,71,5041
14318004,31,961,1,1,6,2,1,0,1,2e+05,12.2060726455302,31,961
14318007,23,529,1,0,0,2,1,0,0,NA,NA,23,529
14318009,34,1156,0,1,6,2,1,0,0,NA,NA,34,1156
14318214,26,676,0,1,9,3,NA,0,0,NA,NA,26,676
14318216,30,900,1,1,6,3,NA,0,1,NA,NA,30,900
14318411,39,1521,1,1,6,3,1,0,1,1e+05,11.5129254649702,39,1521
14318412,36,1296,0,1,0,3,1,0,0,NA,NA,36,1296
14318511,29,841,0,1,0,2,1,0,0,NA,NA,29,841
14318512,28,784,1,1,6,2,1,0,1,NA,NA,28,784
14318533,16,256,1,0,12,2,NA,1,1,NA,NA,16,256
14319002,41,1681,0,1,0,2,1,0,0,NA,NA,41,1681
14319005,48,2304,1,1,9,2,1,0,1,NA,NA,48,2304
14319212,37,1369,0,1,6,3,NA,0,1,NA,NA,37,1369
14319216,39,1521,1,1,6,3,NA,0,1,NA,NA,39,1521
14319511,71,5041,0,0,NA,2,1,0,1,0,-Inf,71,5041
14319521,26,676,0,1,0,2,1,0,1,NA,NA,26,676
14319522,30,900,1,1,12,2,1,0,1,NA,NA,30,900
14319531,25,625,1,1,0,2,1,0,1,3200000,14.97866136777,25,625
14319532,25,625,0,1,16,2,1,0,0,NA,NA,25,625
14319541,19,361,1,0,0,3,1,0,0,NA,NA,19,361
14320002,37,1369,1,1,0,3,1,0,1,1040000,13.8547312711176,37,1369
14320003,30,900,0,1,6,3,1,0,1,NA,NA,30,900
14321001,61,3721,1,1,6,4,1,0,1,3333.33333333333,8.11172808330807,61,3721
14321002,51,2601,0,1,0,4,1,0,1,NA,NA,51,2601
14321007,27,729,0,1,9,4,1,0,0,NA,NA,27,729
14321008,23,529,1,0,12,4,1,0,1,2100000,14.5574479026937,23,529
14321311,32,1024,0,1,9,4,1,0,1,720000,13.4870064909922,32,1024
14321312,39,1521,1,1,16,4,1,0,1,450000,13.0170028617465,39,1521
14322001,46,2116,1,1,6,2,1,0,1,NA,NA,46,2116
14322004,42,1764,0,1,0,2,1,0,1,NA,NA,42,1764
14322005,15,225,0,0,0,2,1,0,1,NA,NA,15,225
14322511,23,529,1,0,12,2,1,0,0,NA,NA,23,529
14323001,64,4096,1,1,6,2,1,0,1,NA,NA,64,4096
14323002,53,2809,0,1,6,2,1,0,1,3e+05,12.6115377536383,53,2809
14323311,37,1369,1,1,0,3,1,0,1,5e+05,13.1223633774043,37,1369
14323312,35,1225,0,1,6,3,1,0,0,NA,NA,35,1225
14323411,36,1296,1,1,6,2,1,0,1,1720000,14.3578348487896,36,1296
14323511,30,900,0,1,0,2,1,0,1,NA,NA,30,900
14323524,25,625,0,1,6,2,1,0,0,NA,NA,25,625
14323526,27,729,1,1,0,2,1,0,1,3e+06,14.9141228466324,27,729
14323531,23,529,1,0,0,2,1,0,1,1800000,14.4032972228664,23,529
14323541,21,441,1,0,0,2,1,0,0,NA,NA,21,441
14324003,23,529,0,1,0,3,1,0,0,NA,NA,23,529
14324004,84,7056,0,0,NA,3,1,0,0,NA,NA,84,7056
14324511,27,729,1,1,12,2,1,0,1,1900000,14.4573644441367,27,729
14324512,22,484,0,1,0,2,1,0,0,NA,NA,22,484
14325001,76,5776,0,0,NA,4,1,0,0,NA,NA,76,5776
143250011,20,400,0,1,9,4,1,NA,0,NA,NA,20,400
14325006,25,625,1,1,6,4,1,0,1,210000,12.2548628096996,25,625
14325007,56,3136,1,1,NA,4,1,NA,NA,NA,NA,56,3136
14325008,43,1849,0,1,6,4,1,0,1,NA,NA,43,1849
14325411,31,961,1,1,0,3,1,0,1,1950000,14.4833399305399,31,961
14325413,30,900,0,1,6,3,1,0,1,NA,NA,30,900
14326004,53,2809,0,0,NA,3,1,0,1,NA,NA,53,2809
14326006,36,1296,1,1,6,3,1,0,1,6e+05,13.3046849341983,36,1296
14327001,55,3025,1,1,6,3,1,0,1,240000,12.3883942023241,55,3025
14327002,48,2304,0,1,6,3,1,0,0,NA,NA,48,2304
14327003,31,961,0,1,0,3,1,0,1,50000,10.8197782844103,31,961
14327007,16,256,0,0,12,3,1,0,0,NA,NA,16,256
14327008,45,2025,0,0,NA,3,1,NA,NA,NA,NA,45,2025
14327009,69,4761,0,0,NA,3,1,0,0,NA,NA,69,4761
14327511,30,900,0,0,0,2,1,0,1,2700000,14.8087623309746,30,900
14327521,24,576,1,1,12,2,1,0,1,3300000,15.0094330264367,24,576
14327522,24,576,0,1,12,2,1,0,1,2700000,14.8087623309746,24,576
14329001,60,3600,1,1,6,3,1,0,1,NA,NA,60,3600
143290010,86,7396,0,0,NA,3,1,0,0,NA,NA,86,7396
14329002,56,3136,0,1,0,3,1,0,0,NA,NA,56,3136
14329007,25,625,0,1,NA,3,1,NA,NA,NA,NA,25,625
14329411,40,1600,1,1,9,3,1,0,1,NA,NA,40,1600
14329412,33,1089,0,1,0,3,1,0,1,NA,NA,33,1089
14329421,37,1369,1,1,0,2,1,0,1,1440000,14.1801536715522,37,1369
14329422,34,1156,0,1,NA,2,1,NA,NA,NA,NA,34,1156
14329431,33,1089,1,1,9,3,1,0,1,2040000,14.5284603658204,33,1089
14329432,34,1156,0,1,0,3,1,0,1,320000,12.6760762747759,34,1156
14329519,31,961,1,1,9,3,1,0,1,NA,NA,31,961
14330001,51,2601,1,1,9,2,1,0,1,NA,NA,51,2601
14330511,25,625,0,1,12,2,1,0,1,2700000,14.8087623309746,25,625
14330512,27,729,1,1,12,2,1,0,1,2900000,14.8802212949567,27,729
14401001,72,5184,1,1,16,3,0,0,1,2500000,14.7318012898384,72,5184
14401002,41,1681,0,1,6,3,0,0,0,NA,NA,41,1681
14401003,26,676,0,1,9,3,0,0,0,NA,NA,26,676
14401004,23,529,0,0,12,3,0,0,1,1700000,14.3461388090264,23,529
14402001,52,2704,1,1,12,2,0,0,1,1300000,14.0778748224318,52,2704
14402002,51,2601,0,1,6,2,0,0,1,250000,12.4292161968444,51,2601
14402004,23,529,1,0,NA,2,0,NA,NA,NA,NA,23,529
14402005,21,441,0,0,12,2,0,0,1,2500000,14.7318012898384,21,441
14402412,31,961,0,1,9,3,0,1,0,NA,NA,31,961
14404002,32,1024,1,0,6,2,0,NA,1,9e+05,13.7101500423064,32,1024
14404514,29,841,1,0,6,2,0,0,0,NA,NA,29,841
14405002,48,2304,0,1,6,2,0,0,1,NA,NA,48,2304
14405005,21,441,1,0,6,2,0,0,1,391666.666666667,12.8781664168923,21,441
14405411,50,2500,1,1,0,3,0,1,1,NA,NA,50,2500
14405421,23,529,1,0,9,2,0,0,1,1500000,14.2209756660724,23,529
14407001,50,2500,1,1,12,2,0,0,1,NA,NA,50,2500
14407002,46,2116,0,1,6,2,0,0,0,NA,NA,46,2116
14407005,23,529,1,0,9,2,0,0,0,NA,NA,23,529
14407006,19,361,1,0,NA,2,0,NA,NA,NA,NA,19,361
14407412,26,676,0,1,9,3,0,0,1,NA,NA,26,676
14410001,58,3364,1,1,12,2,0,0,1,NA,NA,58,3364
14410002,40,1600,0,1,6,2,0,0,1,5e+05,13.1223633774043,40,1600
14410003,22,484,0,0,NA,2,0,NA,NA,NA,NA,22,484
14410004,20,400,0,0,NA,2,0,NA,NA,NA,NA,20,400
14411001,56,3136,1,1,6,3,0,0,1,6e+05,13.3046849341983,56,3136
14411002,47,2209,0,1,0,3,0,0,1,NA,NA,47,2209
14411003,31,961,1,1,6,3,0,0,1,2e+06,14.5086577385242,31,961
14411511,27,729,1,1,9,4,0,0,1,550000,13.2176735572087,27,729
14411512,21,441,0,1,0,4,0,0,1,NA,NA,21,441
14411521,19,361,1,0,9,2,0,0,1,6e+05,13.3046849341983,19,361
14413001,49,2401,1,1,9,3,0,0,1,3012000,14.9181148679019,49,2401
14413002,48,2304,0,1,6,3,0,0,1,NA,NA,48,2304
14413006,16,256,0,0,12,3,0,0,0,NA,NA,16,256
14413311,41,1681,1,1,NA,3,0,NA,NA,NA,NA,41,1681
14413312,38,1444,0,1,0,3,0,0,0,NA,NA,38,1444
14413314,16,256,1,0,12,3,0,0,0,NA,NA,16,256
14413513,24,576,0,1,12,2,0,0,1,750000,13.5278284855125,24,576
14413517,30,900,1,1,12,2,0,0,1,950000,13.7642172635767,30,900
14414001,62,3844,1,1,12,2,0,0,1,NA,NA,62,3844
14414002,52,2704,0,1,12,2,0,1,0,NA,NA,52,2704
14414005,23,529,1,0,12,2,0,0,1,2400000,14.6909792953182,23,529
14414006,19,361,1,0,12,2,0,0,1,2400000,14.6909792953182,19,361
14414007,18,324,1,0,12,2,0,0,1,2400000,14.6909792953182,18,324
14414411,32,1024,1,1,12,3,0,0,1,4e+06,15.2018049190842,32,1024
14414412,30,900,0,1,16,3,0,1,1,2500000,14.7318012898384,30,900
14414421,27,729,1,1,16,2,0,1,1,3200000,14.97866136777,27,729
14414422,28,784,0,1,16,2,0,0,1,1400000,14.1519827945855,28,784
144160010,17,289,1,0,12,4,0,1,0,NA,NA,17,289
144160012,45,2025,0,1,0,4,0,1,0,NA,NA,45,2025
14416004,49,2401,1,1,16,4,0,1,1,2e+06,14.5086577385242,49,2401
14416007,16,256,1,0,12,4,0,1,0,NA,NA,16,256
14417002,53,2809,0,1,NA,2,0,1,0,NA,NA,53,2809
14417311,46,2116,1,1,18,3,0,NA,1,NA,NA,46,2116
14417312,36,1296,0,1,NA,3,0,NA,NA,NA,NA,36,1296
14417313,15,225,0,0,12,3,0,1,0,NA,NA,15,225
14418001,54,2916,1,1,NA,2,0,NA,NA,NA,NA,54,2916
14418002,54,2916,0,1,NA,2,0,0,0,NA,NA,54,2916
14418004,25,625,0,1,9,2,0,0,0,NA,NA,25,625
14501001,48,2304,1,1,6,2,1,0,1,NA,NA,48,2304
14501002,54,2916,0,1,6,2,1,0,0,NA,NA,54,2916
14501003,27,729,0,0,9,2,1,0,1,4e+06,15.2018049190842,27,729
14501005,17,289,1,0,9,2,1,0,1,5e+05,13.1223633774043,17,289
14501006,15,225,0,0,NA,2,1,NA,NA,NA,NA,15,225
14501511,23,529,0,1,9,3,1,0,0,NA,NA,23,529
14502001,68,4624,1,1,6,3,1,0,1,NA,NA,68,4624
14502002,53,2809,0,1,6,3,1,0,0,NA,NA,53,2809
14502005,29,841,1,1,12,3,1,0,1,3400000,15.0392859895864,29,841
14502006,25,625,0,1,12,3,1,0,1,3e+06,14.9141228466324,25,625
14502007,23,529,0,0,12,3,1,0,1,2e+06,14.5086577385242,23,529
14502009,26,676,1,1,12,3,1,0,1,NA,NA,26,676
14502511,43,1849,1,1,6,2,1,0,1,NA,NA,43,1849
14502512,35,1225,0,1,6,2,1,0,0,NA,NA,35,1225
14502513,15,225,0,0,9,2,1,0,0,NA,NA,15,225
14502521,31,961,0,1,9,2,1,0,1,3800000,15.1505116246966,31,961
14503001,51,2601,1,1,6,2,1,0,1,NA,NA,51,2601
14503002,46,2116,0,1,6,2,1,0,1,6e+05,13.3046849341983,46,2116
14503411,40,1600,1,1,12,3,1,0,0,NA,NA,40,1600
