"id","employ","wage","ln_wage","sec_agr","sec_min","sec_man","sec_ele","sec_con","sec_who","sec_tra","sec_fin","sec_soc","sec_other"
"00106001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00106007",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00106008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00106511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00106512",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00108008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00108511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00108512",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00122001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00122002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00122006",1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00122411",1,291666.666666667,12.5833668766716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00122412",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00122413",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00122421",1,7e+05,13.4588356140255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00122511",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"001240012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"001240014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"001240016",1,240000,12.3883942023241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"001240017",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00124002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"001240024",1,1700000,14.3461388090264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"001240025",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00124003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00124004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00124007",1,2e+05,12.2060726455302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00124511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00124512",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00124521",1,8e+05,13.5923670066501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00124522",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00125003",1,320000,12.6760762747759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00125008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00129001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00129008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00129511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00129512",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00129521",1,4e+05,12.8992198260901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00129531",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00129534",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002010011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00201002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00201003",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00201004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00201005",1,1400000,14.1519827945855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00201511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00201512",1,1500000,14.2209756660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00201521",1,1500000,14.2209756660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00202001",1,20000,9.90348755253613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002020011",1,140000,11.8493977015914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00204001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002040012",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00204002",1,NA,NA,1,0,0,0,0,0,0,0,0,0
"00204004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00204007",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00204413",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00204511",1,1500000,14.2209756660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002050010",1,1500000,14.2209756660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00205003",1,1600000,14.28551418721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00206002",1,450000,13.0170028617465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00206006",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00206007",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00206511",1,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00206512",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00211429",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00211431",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00211432",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00211434",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00215001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00215002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002180010",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00218002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00218005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00218006",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00218311",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00218411",1,NA,NA,1,0,0,0,0,0,0,0,0,0
"00218412",1,1450000,14.1870741143968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00219001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002190012",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002190013",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00219002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00219003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00219004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00219006",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00219514",1,0,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00220001",1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00220002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00220003",1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00220004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00221001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00221008",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00222001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00222002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00222004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002250010",1,1400000,14.1519827945855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00225002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00225004",1,3e+06,14.9141228466324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00225005",1,1400000,14.1519827945855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00225009",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00225411",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00226001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002260011",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00226002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00226005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00226008",1,120000,11.6952470217642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00227501",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00229001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00229421",1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00229422",1,3500000,15.0682735264596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00229423",1,1200000,13.9978321147582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00229511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00229513",1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"002300014",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00230007",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00301001",1,NA,NA,1,0,0,0,0,0,0,0,0,0
"00301002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00301009",1,350000,12.7656884334656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00301411",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00301412",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00301511",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00301512",1,520000,13.1615840905576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00301521",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00301522",1,1200000,13.9978321147582,0,0,0,0,0,1,0,0,0,0
"00301531",1,83333.3333333333,11.3306039081763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00301532",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00302001",1,1800000,14.4032972228664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00302002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00302003",1,1200000,13.9978321147582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00302004",1,1e+06,13.8155105579643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00302006",1,750000,13.5278284855125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00302007",1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00302008",1,350000,12.7656884334656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00302511",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00303003",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00303007",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00303008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00303122",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00303424",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00304001",1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00304002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00304004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00304005",1,1350000,14.1156151504146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00304006",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00304511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00304512",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00304521",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"003050010",1,2500000,14.7318012898384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305005",1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305007",1,8e+05,13.5923670066501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305411",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305412",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305512",1,3e+05,12.6115377536383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305521",1,3e+06,14.9141228466324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305522",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00305531",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00307002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"003080010",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00308002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00308006",1,NA,NA,0,0,0,0,0,0,1,0,0,0
"00308009",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"003090019",1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00309002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00309411",1,4e+06,15.2018049190842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00309412",1,4500000,15.3195879547405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00309511",1,5500000,15.5202586502027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00310002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00310003",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00310411",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00310412",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00310413",1,1450000,14.1870741143968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00310421",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00310422",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00311001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00311002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00311004",1,9e+05,13.7101500423064,0,0,0,0,0,1,0,0,0,0
"00311005",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00311511",1,5e+05,13.1223633774043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00311512",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00312001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00312002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00312111",1,1500000,14.2209756660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00312112",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00312113",1,250000,12.4292161968444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00312114",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00312411",1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00312421",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00313001",1,8e+05,13.5923670066501,1,0,0,0,0,0,0,0,0,0
"00313002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00313007",1,2e+05,12.2060726455302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00313413",1,1e+06,13.8155105579643,0,0,0,0,0,1,0,0,0,0
"00313415",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00314002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00314005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00314006",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00314311",1,NA,NA,0,0,0,0,0,0,1,0,0,0
"00314312",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00315001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00315002",1,4e+05,12.8992198260901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00315005",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00315009",1,1800000,14.4032972228664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00315511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00315512",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00317001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00317311",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00317312",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00317314",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00317411",1,2500000,14.7318012898384,0,0,0,0,0,1,0,0,0,0
"00317412",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00317511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00317521",1,NA,NA,0,0,0,0,0,1,0,0,0,0
"00317522",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318007",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318312",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318314",1,1200000,13.9978321147582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318411",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318412",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318421",1,4e+06,15.2018049190842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318422",1,4e+06,15.2018049190842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318511",1,4e+05,12.8992198260901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00318512",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00319001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00319002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00319111",1,166666.666666667,12.0237510887362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00319112",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00319311",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00319312",1,2e+06,14.5086577385242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00319411",1,5e+05,13.1223633774043,0,0,0,0,0,0,1,0,0,0
"00319412",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"003200010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00320005",1,5265000,15.4765917035502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00320007",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00320312",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00320313",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00320314",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00320315",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00320511",1,3300000,15.0094330264367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"003240010",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"003240011",1,NA,NA,0,0,0,0,0,1,0,0,0,0
"00324007",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00324008",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00324009",1,166666.666666667,12.0237510887362,0,0,0,0,0,0,0,0,1,0
"00324311",1,4e+06,15.2018049190842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00324312",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00324313",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00324321",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00324325",1,NA,NA,0,0,0,0,0,1,0,0,0,0
"00324327",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00324411",1,3e+06,14.9141228466324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00324412",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00324541",1,NA,NA,1,0,0,0,0,0,0,0,0,0
"00324542",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00325001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00325004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00325005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00325007",1,6e+05,13.3046849341983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00325009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326009",1,4500000,15.3195879547405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326411",1,6e+06,15.6072700271923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326412",1,6e+05,13.3046849341983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326511",1,3800000,15.1505116246966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326512",1,1800000,14.4032972228664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326521",1,7e+05,13.4588356140255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326522",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326531",1,2600000,14.7710220029917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00326541",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00327001",1,NA,NA,0,0,0,0,0,0,1,0,0,0
"00327002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00327003",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00327004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00327006",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00328001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00328002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00328003",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00328005",1,1200000,13.9978321147582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00329001",1,1500000,14.2209756660724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00329002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00329006",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00329415",1,3e+06,14.9141228466324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00329416",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00329418",1,2885000,14.8750354579243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00330003",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00401002",1,4e+06,15.2018049190842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00401511",1,2500000,14.7318012898384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00401521",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00402002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00402009",1,780000,13.5670491986658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00402412",1,1700000,14.3461388090264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00402414",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00402511",1,1300000,14.0778748224318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00402521",1,6e+05,13.3046849341983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00402522",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"004030010",1,2320000,14.6570777436425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00403003",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00403009",1,960000,13.774688563444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00403215",1,620000,13.3374747570213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00403511",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00403512",1,4300000,15.2741255806638,0,0,0,0,0,0,0,0,1,0
"00403513",1,NA,NA,1,0,0,0,0,0,0,0,0,0
"00403521",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"004040011",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00404002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00404003",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00404008",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00404512",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00405001",1,4300000,15.2741255806638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00405002",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00405511",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00405512",1,2200000,14.6039679183285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
